,Country,NaN,GII Rank 2012,NaN,GII Value 2012,NaN,HDI Rank 2012,NaN,GII Rank 2011,NaN,GII Value 2011,NaN,GII Rank 2008,NaN,GII Value 2008
1,Republic of China(Taiwan),NaN,2,NaN,0.053,NaN,23,NaN,4,NaN,0.061,NaN,4,NaN,0.223
